pincode,location_type,distance_km,terrain_type,infra_type,base_material_cost,labor_rate_factor,final_cost
411045,Urban,6.65,Low,Aerial,5091,1.1,19111.85
380001,Rural,5.9,Low,Underground,3132,1.29,20050.57
600001,Rural,7.46,Medium,Aerial,7838,1.44,31576.52
400001,Urban,5.58,Medium,Underground,3339,1.14,18090.78
700001,Rural,3.24,Medium,Underground,5943,1.12,17576.32
380001,Rural,7.27,Medium,Aerial,5588,1.09,25535.47
122001,Rural,2.48,Low,Underground,7551,1.2,17477.01
600028,Urban,9.39,Low,Underground,5053,1.34,30636.8
500032,Urban,8.35,Medium,Aerial,7086,1.14,26276.26
700001,Urban,2.36,Medium,Aerial,6145,1.44,14728.56
500032,Rural,9.08,High,Underground,5399,1.3,36898.69
700001,Rural,8.67,Low,Aerial,6085,1.18,26951.68
110016,Urban,1.11,Medium,Underground,4782,1.41,11714.92
500032,Urban,3.26,High,Aerial,5892,1.2,15708.18
700001,Rural,8.48,Medium,Underground,4754,1.03,29279.32
380015,Rural,7.03,Medium,Aerial,6741,1.26,27092.94
500032,Urban,1.16,Low,Underground,3780,1.22,7775.11
380001,Rural,6.57,Medium,Aerial,7914,1.36,28007.84
122002,Rural,7.19,Medium,Underground,5227,1.29,27683.51
560001,Rural,8.34,High,Underground,6308,1.43,37200.57
110001,Rural,9.64,Low,Aerial,5150,1.07,26906.06
700001,Urban,6.97,Medium,Aerial,6215,1.41,25356.69
411001,Rural,2.67,High,Aerial,6602,1,15136.8
122001,Urban,3.62,Low,Aerial,7301,1.06,14635.85
600028,Rural,4.59,Low,Aerial,4075,1.31,15265.63
500081,Rural,1.1,Medium,Underground,5320,1.34,12992.45
500081,Urban,5.35,Medium,Underground,5181,1.24,21797.88
560001,Urban,1.23,Low,Underground,3684,1.39,8452.77
411045,Urban,8.42,Low,Aerial,4664,1.43,24642.27
500032,Urban,9.85,Medium,Underground,7012,1.13,34413.63
560001,Urban,5.43,High,Aerial,6332,1.16,21282.77
600001,Urban,4.65,Medium,Underground,4157,1.06,16932.45
560034,Urban,1.26,High,Aerial,6870,1.18,12201.95
400001,Urban,5.28,Medium,Aerial,4616,1.38,18929.61
500032,Urban,6.01,High,Underground,4330,1.17,23848.15
411045,Rural,2.42,High,Underground,4317,1.34,15284.79
380015,Urban,4.79,Medium,Aerial,3789,1.12,14683.16
411045,Urban,8.92,High,Underground,6697,1.15,36198.63
110016,Urban,4.81,Low,Aerial,6867,1.13,17599.89
560001,Rural,2.66,Medium,Underground,5955,1.23,17009.65
500032,Urban,9.85,Low,Underground,6705,1.3,33473.72
400076,Urban,7.39,Low,Aerial,3785,1.16,20083.64
122002,Rural,1.68,Medium,Aerial,6973,1.07,12522.52
380001,Urban,8.9,High,Underground,4469,1.4,31747.39
500081,Urban,3.96,Medium,Underground,5809,1.35,20206.94
122001,Rural,1.94,Medium,Aerial,4122,1.35,10958.19
560001,Urban,0.51,Medium,Aerial,3486,1.28,6053.38
400001,Rural,9.86,Low,Underground,3054,1.46,28660.92
122001,Urban,7.83,Medium,Aerial,7551,1.23,27572.82
400076,Urban,7.87,High,Aerial,5354,1.04,24944.83
560001,Rural,6.18,High,Underground,5673,1.4,29367.22
110001,Urban,6.58,Low,Aerial,6926,1.27,21451.06
700091,Urban,5.77,Medium,Underground,4945,1.09,22381
122002,Urban,8.44,High,Aerial,5565,1.44,30520.7
380001,Rural,3.81,Low,Aerial,6912,1.49,19221.04
122001,Rural,1.87,Low,Aerial,7853,1.28,14475.64
380001,Urban,7.53,Low,Aerial,7578,1.18,24146.26
380001,Rural,1.24,Low,Aerial,7495,1.12,11999.35
380001,Rural,4.87,Low,Underground,7635,1.16,22809.39
122001,Rural,5.67,Medium,Underground,3118,1.41,20530.56
600001,Urban,9.29,High,Aerial,3304,1.09,27137.55
700001,Urban,0.71,Medium,Aerial,4701,1.26,8402.65
122002,Urban,5.79,High,Underground,5550,1.4,27095.06
110001,Rural,5.9,Medium,Underground,7962,1.08,28169.66
600001,Urban,2.19,Low,Aerial,3169,1.35,8780.49
600001,Urban,9.22,High,Underground,5368,1.34,35393.95
380015,Rural,8.84,High,Underground,3852,1.37,34360.2
400001,Rural,9.82,High,Aerial,3117,1.19,31401.26
122002,Urban,1.26,Medium,Underground,3946,1.36,10446.53
600028,Rural,0.6,High,Underground,5744,1.23,12187.64
500032,Urban,6.13,Low,Underground,3238,1.31,18861.5
560034,Urban,5.32,Medium,Aerial,6001,1.26,20711.11
560001,Urban,1.12,High,Underground,5146,1.03,10268.61
600028,Rural,2.64,High,Aerial,5432,1.26,16272.96
560034,Rural,8.79,Low,Aerial,4985,1.04,25389.44
600001,Urban,8.33,Low,Aerial,7008,1.42,26276.42
380001,Urban,9.11,Medium,Underground,5010,1.23,32342.65
400076,Urban,8.32,Medium,Underground,3779,1.29,28069.28
600028,Rural,0.95,High,Aerial,4399,1.39,10784.34
400001,Rural,4.69,High,Aerial,6320,1.01,20536.79
600001,Rural,4.27,High,Aerial,7645,1.42,25948.26
700001,Rural,0.84,Medium,Aerial,4087,1.28,8360.7
700091,Rural,6.07,High,Aerial,5247,1.33,23632.31
110001,Rural,4.2,High,Underground,5061,1.31,22039.19
700091,Rural,7.32,Low,Aerial,6518,1.43,26848.24
700001,Urban,6.37,Low,Aerial,7205,1.47,23327.36
110001,Rural,4.95,Low,Underground,5164,1.12,18828.72
700091,Urban,6.75,High,Aerial,5894,1.31,24993.26
411001,Urban,5.66,Low,Underground,3789,1.01,17843.57
380015,Rural,1.65,High,Underground,4040,1.14,12278.03
600028,Urban,5.14,High,Underground,6961,1.49,29654.63
700001,Rural,2.93,Medium,Underground,5349,1.14,16570.45
560034,Rural,2.31,Low,Underground,3819,1.49,12895.56
411001,Rural,8.01,Medium,Underground,5141,1.27,31652.33
122002,Urban,1.09,Low,Underground,3137,1.28,6976.71
380001,Rural,7.3,Low,Underground,4031,1.11,23377.01
411045,Urban,6.87,Low,Aerial,7380,1.02,22237.86
400076,Urban,5.77,High,Underground,4088,1.2,22919.58
110016,Rural,4.53,Medium,Underground,5230,1.45,23243.28
122002,Rural,9.07,Medium,Underground,6920,1.32,36572.91
380001,Urban,6.35,Low,Underground,3632,1.35,20991.08
400001,Rural,1.31,Low,Aerial,5599,1.22,10609.69
400001,Rural,8.01,High,Underground,4186,1.33,32307.54
380001,Rural,3.84,Low,Underground,7516,1.04,19314.72
110016,Rural,3.79,High,Aerial,3297,1.49,15486.59
700001,Rural,3.27,Low,Aerial,4190,1.45,13003.41
380015,Urban,7.95,Low,Underground,4268,1.13,24597.7
500081,Rural,7.79,Low,Aerial,7993,1.05,27014.29
500032,Rural,1.7,Low,Underground,3495,1.48,10696.36
411045,Urban,2.01,Medium,Aerial,5082,1.36,11669.69
560001,Rural,8.22,Medium,Underground,4547,1.16,29733.75
110001,Urban,9.7,Low,Underground,4584,1.37,28829.88
560034,Rural,8.81,Medium,Aerial,3038,1.12,26045.44
600028,Rural,5.22,High,Underground,7297,1.25,29841.6
560001,Urban,7.83,Medium,Aerial,3281,1.03,20678.52
560034,Rural,7.47,Low,Aerial,6660,1.25,23983.64
560034,Rural,1.65,Low,Aerial,4617,1.04,8681.38
560001,Rural,9.49,Low,Underground,5270,1.17,29955
700001,Rural,3.59,Medium,Aerial,6406,1.27,17950.41
411045,Rural,2.67,Medium,Underground,3723,1.26,13852.95
110016,Urban,7.95,High,Aerial,7689,1.44,31785.69
400076,Rural,2.63,Low,Aerial,7938,1.47,18055.1
110001,Urban,0.52,Low,Aerial,4491,1.46,7525.37
700091,Urban,4.93,Low,Underground,4313,1.36,18576.59
110016,Rural,5.19,High,Underground,3885,1.06,21244.37
380001,Rural,3.15,Low,Underground,7143,1.42,21065.93
411001,Urban,6.32,Medium,Aerial,6544,1.15,21091.12
600028,Urban,1.72,Medium,Underground,3393,1.43,10855.27
380015,Rural,8.99,Low,Underground,5574,1.1,31314.46
560001,Rural,8.18,High,Underground,4719,1.3,34429.73
500081,Urban,1.62,High,Aerial,7969,1.06,14110.59
400001,Rural,4.16,Low,Underground,6629,1.14,19581.19
380001,Rural,7.78,Low,Aerial,3194,1.07,19530.19
500081,Urban,4.41,Medium,Underground,7134,1.49,23870.26
600028,Rural,4.23,High,Underground,4640,1.41,22831.57
411001,Rural,9.32,High,Underground,4252,1.08,33987.92
122002,Urban,7.47,Low,Underground,6568,1.31,26048.52
110001,Rural,1.55,Low,Underground,6572,1.5,15935.68
400076,Urban,7.87,Medium,Aerial,4200,1.45,23997.32
600028,Rural,1.23,High,Aerial,7697,1.45,16973.94
400076,Urban,4.28,Medium,Aerial,6540,1.35,18917.8
122001,Rural,7.56,Low,Aerial,6859,1.34,26680.43
600001,Rural,1.52,High,Underground,3806,1.46,13134.2
400001,Urban,5.95,High,Aerial,5739,1.19,22173.45
700091,Urban,0.66,Medium,Aerial,3783,1.46,7874.81
400076,Urban,1.89,Low,Underground,4461,1.2,10647.14
600001,Rural,4.14,Low,Underground,3800,1.2,15490.77
500081,Urban,7.42,Medium,Aerial,4897,1.27,22606.92
110016,Rural,5.85,Medium,Underground,6668,1.15,25530.17
400076,Rural,7.72,Medium,Underground,4736,1.45,31476.68
122001,Urban,9.79,Medium,Aerial,5851,1.4,30096.12
560001,Urban,1.46,Medium,Aerial,6784,1.1,11246.04
560001,Rural,4.11,Low,Aerial,6627,1.43,18868.7
411045,Rural,4.74,Low,Aerial,7552,1.42,22135.72
411045,Urban,6.01,Medium,Aerial,7390,1.39,23815.49
560034,Rural,7.86,Low,Aerial,7629,1.26,26821.49
700091,Rural,9.91,Medium,Underground,5276,1.11,34592.26
122001,Rural,9.18,Medium,Underground,4542,1.24,31400.35
110016,Rural,0.62,Medium,Underground,3407,1.17,7141.09
600001,Rural,2.88,Low,Underground,5420,1.24,15086.55
560034,Rural,3.04,Medium,Underground,4053,1.4,16667.3
380015,Urban,8.98,High,Aerial,6444,1.01,30757.9
400076,Urban,2.4,Low,Aerial,7558,1.08,12422.97
380001,Urban,7.53,Low,Underground,3330,1.32,22655.64
400076,Urban,8.2,Medium,Underground,7491,1.45,35155.94
500032,Urban,9.4,Low,Underground,5494,1.49,30748.56
380001,Rural,9.59,Medium,Aerial,7880,1.02,31252.08
411001,Urban,6.83,Medium,Aerial,7113,1.08,24086.29
122002,Urban,3.47,Low,Aerial,6846,1.3,15446.46
600028,Rural,1.07,High,Underground,4387,1.22,11689.45
380015,Urban,7.52,Low,Underground,6382,1.34,25812.92
700091,Rural,1.04,Low,Underground,3318,1.22,7958.23
560001,Rural,1.78,Low,Aerial,5948,1.45,13584.56
700091,Rural,6.72,High,Aerial,6515,1.44,29174.89
560001,Rural,2.34,High,Aerial,4245,1.17,12342.32
122002,Rural,5.56,Low,Underground,7729,1.45,28969.22
400076,Rural,2.59,Low,Aerial,5048,1.42,12982.33
700091,Urban,7.56,Medium,Aerial,3063,1.03,20165.83
400001,Urban,9.98,Low,Aerial,6298,1.26,27627.88
560034,Rural,4.13,High,Aerial,7338,1.33,24163.68
122002,Urban,3.82,Low,Underground,3544,1.03,13245.63
400001,Rural,4.72,High,Underground,4645,1.07,21936.83
110001,Urban,9.82,Low,Underground,5774,1.24,32101.4
122001,Urban,7.09,Medium,Underground,3789,1.33,23703.28
700001,Urban,4.69,Medium,Underground,6932,1.04,20620.21
122001,Urban,6.47,High,Aerial,4716,1.37,24193.35
122001,Rural,1.46,Medium,Underground,7242,1.32,17864.54
380001,Urban,5.44,Low,Underground,5498,1.05,19166.88
500081,Urban,1.55,Medium,Underground,3023,1.12,8175.92
400076,Urban,7.39,Medium,Aerial,7355,1.31,27077.37
700001,Rural,8.65,High,Aerial,4339,1.28,28150.32
560034,Rural,3.93,Medium,Underground,4554,1.18,18784.52
500032,Urban,5.53,Low,Underground,6568,1.37,22311.75
110001,Rural,9.9,Low,Aerial,3416,1.3,26094.2
122001,Urban,2.27,Medium,Underground,5016,1.46,15397.58
380001,Urban,3.51,Medium,Underground,5985,1.08,16572.21
700091,Rural,2.69,High,Aerial,7600,1.32,20555.26
122002,Rural,0.62,Medium,Underground,4119,1.45,9506.96
500081,Rural,7.69,Medium,Underground,7343,1.45,36450.49
110016,Rural,9.29,Medium,Aerial,7031,1.49,35428.44
560001,Urban,6.71,High,Aerial,5916,1.38,26743.2
380015,Rural,6.33,High,Underground,5762,1.2,28759.89
700001,Urban,2.28,Low,Underground,5815,1.1,12745.88
400001,Rural,5.42,Low,Underground,3714,1.42,19229.5
500032,Urban,6.13,Low,Aerial,6850,1.37,20606.84
110016,Urban,2.58,Low,Aerial,6067,1.35,12885.41
600028,Urban,0.53,Low,Underground,5025,1.24,8338.95
411045,Rural,3.79,High,Underground,7986,1.13,25793.3
380015,Rural,9.25,High,Underground,5529,1.02,35456.89
560034,Urban,9.43,Low,Aerial,4936,1.11,24664.7
122002,Rural,0.67,Low,Underground,4420,1.15,7864.8
500081,Rural,2.51,Low,Aerial,4502,1.01,10831.21
560034,Rural,3.93,Low,Underground,4704,1.23,17149.45
700091,Urban,8.04,Low,Aerial,3311,1.31,21397.3
110016,Rural,2.62,Low,Aerial,6202,1,12824.82
600001,Urban,1.15,Low,Aerial,7598,1.37,12566.92
400001,Rural,1.23,High,Underground,7185,1.36,18046.05
110001,Rural,8.77,Low,Aerial,5519,1.12,24664.29
380001,Rural,4.05,Low,Underground,5566,1.3,19051.57
500032,Rural,6.23,Low,Underground,6496,1.15,24037.74
122001,Rural,1.08,Medium,Aerial,7782,1.07,12658.07
700091,Rural,6.5,Low,Underground,7234,1.37,28781.51
411001,Urban,9.9,Medium,Aerial,3963,1.37,28396.5
400076,Urban,2.76,Low,Underground,4879,1.14,13129.28
411045,Rural,8.71,High,Aerial,3430,1.32,27646.52
122001,Rural,5.85,Low,Aerial,7975,1.1,21881.83
400076,Rural,3.35,Medium,Aerial,4473,1.33,14713.02
122001,Rural,2.94,Low,Aerial,5267,1.29,13683.88
400076,Urban,1.49,High,Underground,5613,1.06,12377.66
122001,Rural,7.8,Medium,Underground,4040,1.35,28925.93
560034,Rural,0.86,Medium,Aerial,5538,1.2,9663.87
122002,Urban,5.94,Medium,Aerial,6405,1.34,22631.73
600028,Urban,1.93,Medium,Aerial,5083,1.34,12263.7
400076,Urban,7.91,Low,Underground,6500,1.3,27210.93
411045,Urban,0.91,Medium,Aerial,7078,1.07,10755.9
122002,Urban,7.37,Low,Underground,3063,1.42,21132.19
122002,Rural,2.63,High,Underground,3256,1.02,13421.69
400001,Rural,4,High,Underground,3794,1.47,20796.86
380015,Urban,9.69,Medium,Underground,4447,1.33,33022.03
600028,Urban,1.53,Low,Underground,7310,1.14,12778.18
380001,Rural,7.25,Low,Underground,3410,1.29,24291.81
500081,Urban,4.18,Low,Underground,7681,1.29,22032.53
700001,Rural,4.93,Medium,Underground,4816,1.42,22392.07
400076,Urban,3.72,Low,Aerial,6462,1.3,16524.74
110001,Urban,0.76,Medium,Aerial,5207,1.03,7595
110016,Urban,3.53,Low,Aerial,5780,1.14,13550.76
400001,Urban,2.23,Low,Aerial,4151,1.22,9772.57
380015,Urban,1.17,Low,Underground,3167,1.25,6920.13
700001,Urban,4.47,High,Underground,6049,1.11,21307.19
600001,Urban,5.31,Low,Underground,6099,1.24,20118.02
700091,Urban,8.24,Medium,Underground,5647,1.5,32569.1
600028,Urban,9.63,Low,Aerial,5788,1.21,27080.55
110001,Urban,4.47,Low,Underground,4911,1.25,17745.34
400001,Rural,2.09,Low,Underground,4664,1.08,11883.94
700091,Rural,3.25,Low,Underground,3053,1.35,12686.92
600028,Rural,5.52,Low,Underground,7801,1.11,23974.63
560034,Urban,3.73,Medium,Aerial,4756,1.48,15917.07
411045,Rural,2.59,Medium,Aerial,7841,1.27,17990.88
600001,Urban,7.03,High,Aerial,6826,1.48,28565.02
110016,Rural,9.18,Medium,Aerial,6025,1.07,28057.61
400001,Rural,1.4,High,Aerial,6356,1.04,11776.78
560034,Urban,3.72,Medium,Underground,3294,1.4,15329.1
500081,Urban,5.15,High,Aerial,4030,1.1,17717.35
110001,Rural,6.95,High,Aerial,7069,1.02,28316.68
110001,Rural,1.38,Medium,Underground,7575,1.03,14247.61
411045,Rural,3.91,High,Aerial,5072,1.04,17312.04
400001,Rural,4.76,High,Aerial,4074,1.49,19501.39
500081,Urban,1.76,Medium,Underground,7064,1.31,16385.81
122002,Urban,7.29,High,Underground,3794,1.14,26578.99
400076,Urban,2.23,Low,Aerial,3648,1.04,8339.34
380015,Rural,0.9,High,Aerial,4486,1.37,10187.58
380001,Urban,2.19,Low,Aerial,4639,1.17,9658.43
400076,Rural,6.74,High,Aerial,3248,1.28,21963.38
400076,Rural,8.31,Low,Aerial,4031,1.48,23876.88
560034,Rural,8.59,Low,Aerial,3874,1.14,23895.5
380015,Urban,7.82,High,Underground,3376,1.31,27633.23
700001,Rural,4.91,Low,Aerial,6365,1.18,19370.49
600028,Urban,6.64,High,Underground,5119,1.09,26262.27
400001,Urban,9.53,Low,Underground,6703,1.34,32537.03
500081,Rural,1.38,High,Underground,3440,1.49,11443.68
400076,Urban,1.24,Low,Underground,3245,1.24,7419.23
500032,Rural,1.47,High,Underground,3848,1.41,11933.15
400076,Urban,5.94,Low,Aerial,3252,1.17,15029.56
400001,Rural,1.82,Low,Underground,5411,1.23,13233.95
500032,Rural,3.15,Medium,Aerial,3244,1.37,12443.82
560034,Rural,9.21,Medium,Aerial,6374,1.42,34157.22
700001,Rural,7.64,Low,Aerial,4699,1.3,23638.11
110001,Rural,7.24,High,Underground,4687,1.08,28814.14
560001,Urban,1.68,Low,Aerial,3237,1.04,6956.71
700001,Urban,7.49,Medium,Aerial,5110,1.41,23217.35
700091,Rural,9.38,Medium,Underground,7484,1.02,35892.34
380015,Urban,8.29,High,Aerial,5766,1.37,29975.75
600028,Urban,9.59,Medium,Underground,7699,1.16,35958.6
400001,Rural,9.82,High,Underground,4783,1.27,39016.09
380001,Urban,8.77,Low,Underground,3491,1.5,25712
411045,Rural,7.12,Medium,Aerial,7161,1.16,27366.35
122001,Urban,4.48,Low,Aerial,7475,1.46,20737.47
122002,Rural,4.82,Low,Aerial,6736,1.25,18634.13
500081,Urban,1.96,Low,Underground,6335,1.41,14558.35
500032,Rural,0.79,Low,Underground,6194,1.04,10187.34
110016,Rural,2.43,Low,Aerial,4093,1.26,10854.74
110016,Urban,8.8,Low,Underground,6339,1.24,29453.25
400076,Urban,2.6,Medium,Aerial,7682,1.01,14159.29
500032,Rural,1.54,High,Aerial,6518,1.26,13965.22
600028,Urban,2.47,Low,Aerial,3775,1.14,9324.88
400001,Urban,2.52,Medium,Aerial,7725,1.26,16685.7
600028,Rural,4.38,High,Underground,4171,1.22,19827.29
110016,Rural,4.73,Low,Underground,4952,1.48,21214.34
110016,Urban,9.99,High,Underground,5391,1.37,39476.72
700091,Rural,2.7,High,Aerial,4880,1.32,15360.66
400076,Rural,8.51,Low,Underground,5167,1.46,30221.06
380001,Urban,9,Low,Aerial,5256,1.03,22836.8
400076,Urban,4.47,High,Underground,6173,1.36,24412.63
400001,Rural,4.2,Medium,Underground,6698,1.21,23341.74
122002,Rural,5.63,High,Underground,3994,1.42,24065.83
380001,Rural,0.67,Low,Aerial,4881,1.18,7609.09
122001,Urban,2.62,Low,Underground,3132,1.01,10035.37
500081,Urban,6.38,Low,Aerial,4524,1.18,17833.31
411001,Urban,2.81,High,Aerial,3871,1.41,13575.17
600028,Rural,2.26,Low,Underground,6977,1.25,15911.89
122002,Rural,4.77,Low,Aerial,7609,1.11,19810.13
400001,Urban,8.16,High,Aerial,3503,1.44,26264.26
411001,Urban,2.5,Low,Underground,4143,1.46,13050.64
400001,Urban,8.57,Low,Underground,6414,1.31,30031.98
380001,Urban,4.3,High,Aerial,7668,1.34,21726.5
122002,Urban,4.98,High,Aerial,4868,1.01,17240.64
122002,Urban,1.08,High,Underground,7930,1.22,16277.42
110016,Rural,8.79,Medium,Underground,7586,1.18,34707.61
411001,Urban,5.4,Medium,Underground,4509,1.42,22845.11
600028,Urban,2.41,Low,Aerial,7497,1.05,12571.83
560034,Rural,8.39,Medium,Underground,3203,1,28205.32
122002,Rural,5.27,Low,Underground,7110,1.04,22587.15
400001,Urban,5.96,Low,Underground,3122,1.39,18602.06
411045,Urban,9.15,Medium,Underground,3412,1.26,28289.58
700001,Urban,1.02,High,Aerial,3220,1.28,7079.25
560001,Rural,1.65,Low,Aerial,6899,1.22,12966.47
500081,Rural,7.82,Medium,Underground,4323,1.05,26205.22
110001,Urban,1.5,Medium,Aerial,3743,1.44,9471.32
560034,Rural,1.49,High,Underground,4660,1.08,11877.27
411001,Rural,7.72,Low,Underground,4291,1.16,26028.35
400001,Urban,9.23,Low,Underground,4533,1.49,28780.3
411045,Rural,2.99,Low,Underground,6119,1.31,16925.26
500081,Rural,5.21,High,Underground,6274,1.28,28061.87
400001,Rural,9.32,High,Aerial,5712,1.4,35508.27
700091,Rural,5.97,Low,Aerial,6631,1.42,23706.8
500032,Rural,3.65,Medium,Underground,7048,1.48,23616.32
380001,Urban,7.59,Low,Aerial,6943,1.34,24730.23
411001,Urban,8.03,High,Underground,4819,1.49,32386.2
560001,Rural,0.64,Medium,Aerial,3504,1.04,5962.47
110016,Urban,7.5,Low,Underground,4055,1.11,21421.35
500081,Urban,2.21,Low,Underground,6883,1.17,15040.67
411045,Urban,3.69,High,Underground,6182,1.03,19846.76
560001,Rural,6.62,Low,Underground,6728,1.4,28026.64
560034,Urban,7.71,High,Aerial,7172,1.19,29799.42
560034,Rural,2.77,Medium,Aerial,4801,1.37,14139.1
700001,Urban,8.02,High,Aerial,7641,1.27,31775.22
411045,Rural,7.7,Medium,Underground,4426,1.12,27146.67
400076,Rural,8.2,Low,Underground,3238,1.38,24665.75
380001,Rural,1.39,High,Aerial,4753,1.21,11147.04
400001,Rural,2.69,High,Aerial,3901,1.17,12649.89
110016,Rural,6.34,Low,Aerial,4734,1.29,21235.04
122002,Rural,7.51,Low,Underground,7939,1.12,28342.26
500032,Urban,7.35,Medium,Aerial,3039,1.4,19981.98
400076,Urban,9.83,Low,Aerial,5049,1.31,25366.65
560034,Urban,5.84,Low,Underground,5773,1.44,22924.86
600028,Rural,4.93,Medium,Underground,4940,1.29,23091.83
122002,Urban,7.31,Medium,Aerial,5915,1.4,25982.15
600001,Urban,8.79,Low,Aerial,6641,1.26,25253.12
400001,Rural,2.75,High,Underground,4551,1.25,16700.93
560034,Urban,1.67,Low,Aerial,5095,1.1,9129.38
400001,Rural,1.09,High,Aerial,7609,1.49,18303.5
560034,Rural,1.61,High,Underground,7755,1.14,17854.78
411045,Rural,5.78,High,Underground,3726,1.44,26088.31
700091,Rural,7.2,Low,Underground,6295,1.41,29767.16
500032,Urban,5.31,Low,Aerial,7924,1.28,20019.02
380015,Urban,3.43,Low,Aerial,4993,1.38,13383.97
110001,Rural,1.3,Low,Underground,4135,1.03,8735.58
500032,Urban,8.05,High,Underground,5006,1.15,29686.51
110001,Urban,1.17,Low,Aerial,3708,1.33,7565.31
560001,Urban,3.47,High,Underground,5594,1.28,19684.45
400001,Rural,6.4,Medium,Aerial,6398,1.24,23635.51
400001,Urban,4.48,High,Underground,6617,1.27,24197.17
400076,Rural,6.87,High,Underground,6652,1.27,33978.66
380015,Rural,9.57,Medium,Aerial,6224,1.45,31983.06
560001,Rural,8.41,High,Aerial,5972,1.31,32966.84
700091,Urban,6.33,Medium,Underground,7711,1.43,30951.6
122002,Urban,7.9,High,Aerial,4167,1.33,26025.5
400076,Rural,5.78,Low,Aerial,3654,1.32,17855.89
411045,Rural,0.84,Low,Underground,3389,1.26,7710.38
560001,Rural,7.99,Medium,Underground,5389,1.35,30924.65
560001,Urban,7.78,Low,Aerial,6601,1.3,23445.35
110001,Urban,4.39,Medium,Aerial,3183,1.29,14333.77
560001,Rural,1.01,High,Aerial,6868,1.33,14027.69
411045,Urban,0.8,Low,Underground,7305,1.04,10986
122002,Rural,3.78,Medium,Aerial,6050,1.02,15563.74
700001,Rural,5.5,Medium,Aerial,3395,1.47,19906.48
400001,Rural,9.58,High,Underground,4703,1.4,39412.98
411045,Rural,6.83,Low,Underground,5201,1.49,27547.14
500081,Urban,2.23,High,Aerial,6876,1.31,16284.46
400076,Rural,4.27,Medium,Underground,5790,1.16,21000.33
380001,Rural,3.6,Medium,Aerial,6871,1.09,16948.1
500032,Urban,8.29,Low,Underground,7668,1,27245.66
500081,Urban,2.34,Low,Aerial,5438,1.16,11404.25
411001,Urban,2.84,High,Underground,6050,1.47,19823.92
600001,Rural,2.17,Medium,Aerial,6490,1.41,15601.38
122002,Urban,6.89,High,Aerial,6739,1.49,28512.68
122001,Rural,9.21,Medium,Aerial,3483,1.47,29283.85
380015,Rural,0.85,Medium,Aerial,5807,1.26,11186.09
560034,Rural,7.13,Low,Underground,7977,1.1,27902.37
600028,Rural,9.59,Medium,Aerial,7814,1.37,34067.76
600028,Urban,6.52,High,Aerial,4681,1.26,23497.1
122001,Urban,8.77,Medium,Underground,6955,1.07,31538.28
380015,Urban,7.83,Low,Underground,3248,1.48,23215.77
110016,Rural,3.26,Medium,Aerial,6879,1.11,17481.86
411001,Rural,6.24,Low,Underground,5153,1.38,23308.93
560001,Urban,9.45,Low,Underground,6903,1.04,31272.8
122002,Rural,5.68,High,Underground,3684,1.11,23239.78
500081,Rural,2.54,Low,Aerial,3421,1.24,10420.42
400076,Rural,0.89,Medium,Underground,7952,1.46,18299.18
122002,Rural,7.94,High,Aerial,5518,1.44,30728.69
400001,Urban,5.59,High,Underground,3196,1.33,21997.81
400076,Urban,7.93,Low,Aerial,4676,1.44,22635.63
400001,Urban,7.06,High,Aerial,3311,1.03,21024.11
122002,Urban,8.19,Medium,Aerial,3141,1.23,22935.49
110016,Urban,9.81,High,Aerial,3878,1.49,31432.62
122002,Rural,0.86,High,Underground,7365,1.28,16104.15
122002,Urban,0.9,Medium,Aerial,6183,1.3,10777.45
560034,Rural,1.51,Low,Underground,5369,1,10407.98
411045,Urban,8.51,High,Aerial,5765,1.08,26679.96
700001,Rural,4.6,Medium,Aerial,3057,1.03,14454.76
380001,Urban,3.75,Medium,Aerial,7478,1.09,16964.65
411045,Urban,3.12,Low,Aerial,4541,1.01,10929.19
600001,Rural,5.22,Low,Aerial,3471,1.21,15342.63
560001,Rural,7.9,Medium,Underground,3291,1.28,28559.12
122001,Urban,1.47,Medium,Aerial,7795,1.24,13800.04
110016,Rural,3.59,Low,Aerial,5291,1.4,14968.33
122001,Urban,8.72,High,Aerial,3676,1.08,25543.11
110016,Rural,3.38,Medium,Underground,5272,1.24,18661.68
110016,Rural,2.17,Low,Aerial,6894,1.09,12262.4
411045,Rural,5.57,Low,Aerial,7871,1,21544.63
500032,Rural,7.24,Medium,Underground,6583,1.27,32694.61
500032,Urban,7.28,Medium,Underground,6212,1.2,27129.46
560034,Rural,5.2,Low,Underground,4745,1.33,20215.99
380001,Urban,8.83,High,Aerial,7537,1.43,32698.24
411001,Urban,3.51,Medium,Underground,7576,1.14,19723.02
110016,Rural,4.38,High,Underground,5832,1.34,24395.9
411045,Rural,8.71,Low,Aerial,4684,1.17,24586.19
600028,Urban,8.87,Medium,Aerial,7800,1.43,31941.84
380015,Urban,5.84,High,Underground,6907,1.21,28032.72
122002,Rural,1.65,Medium,Aerial,3591,1.19,8996.41
700001,Rural,1.84,High,Underground,6949,1.39,20861.44
122001,Urban,9.4,Medium,Aerial,7138,1.33,32345.25
110016,Rural,6.72,Low,Underground,6458,1.32,27579.11
600001,Rural,1.46,High,Aerial,3183,1.42,9178.73
122001,Rural,9.88,High,Aerial,4244,1.43,32604.23
600028,Urban,8.82,Low,Aerial,5000,1.22,23910.14
700091,Rural,6.12,Low,Aerial,4986,1.29,21003.83
560001,Urban,10,High,Underground,3740,1.11,34629.58
